customer_id,signup_date,plan,region,segment,monthly_spend,support_tickets,days_active,engagement_score,churned,tenure_days,last_activity_date,signup_month,cohort
CUST0495,2022-02-01,Free,Asia,SMB,46.25,1,586,35,0,616,2023-10-10,2022-02,2022-02
CUST0496,2022-05-01,Pro,Asia,Individual,41.83,1,619,21,1,676,2024-03-07,2022-05,2022-05
CUST0497,2024-05-01,Pro,Asia,SMB,25.14,2,366,49,0,393,2025-05-29,2024-05,2024-05
CUST0498,2025-01-01,Free,LATAM,Individual,26.94,1,309,49,0,312,2025-11-09,2025-01,2025-01
CUST0499,2023-07-01,Free,North America,SMB,19.62,3,145,50,0,154,2023-12-02,2023-07,2023-07
CUST0500,2022-08-01,Pro,Asia,SMB,5.49,3,298,96,0,348,2023-07-15,2022-08,2022-08
CUST0501,2022-01-01,Free,Asia,SMB,57.4,1,364,39,1,381,2023-01-17,2022-01,2022-01
CUST0502,2023-10-01,Enterprise,LATAM,Individual,35.18,4,341,68,1,387,2024-10-22,2023-10,2023-10
CUST0503,2023-05-01,Basic,LATAM,Enterprise,56.49,4,82,54,0,113,2023-08-22,2023-05,2023-05
CUST0504,2022-07-01,Free,Europe,Individual,63.18,2,97,42,1,126,2022-11-04,2022-07,2022-07
CUST0505,2024-01-01,Pro,North America,Individual,35.96,2,63,80,0,98,2024-04-08,2024-01,2024-01
CUST0506,2022-04-01,Basic,Africa,Individual,11.36,5,415,74,1,423,2023-05-29,2022-04,2022-04
CUST0507,2024-12-01,Basic,Europe,Individual,31.47,2,278,86,0,313,2025-10-10,2024-12,2024-12
CUST0508,2022-06-01,Free,Africa,Individual,22.92,4,140,27,1,168,2022-11-16,2022-06,2022-06
CUST0509,2024-07-01,Free,North America,Enterprise,5.0,4,123,59,0,138,2024-11-16,2024-07,2024-07
CUST0510,2023-07-01,Basic,Asia,Enterprise,25.97,3,439,78,0,459,2024-10-02,2023-07,2023-07
CUST0511,2024-03-01,Basic,LATAM,Individual,33.71,1,208,51,0,271,2024-11-27,2024-03,2024-03
CUST0512,2022-10-01,Basic,Africa,Individual,23.42,3,76,26,0,141,2023-02-19,2022-10,2022-10
CUST0513,2024-02-01,Pro,Europe,Individual,21.11,0,633,21,0,691,2025-12-23,2024-02,2024-02
CUST0514,2023-07-01,Basic,Asia,Individual,12.0,3,405,25,0,432,2024-09-05,2023-07,2023-07
CUST0515,2022-03-01,Free,Europe,Individual,38.53,0,616,55,0,670,2023-12-31,2022-03,2022-03
CUST0516,2023-01-01,Basic,North America,Enterprise,68.65,1,231,51,1,261,2023-09-19,2023-01,2023-01
CUST0517,2024-04-01,Enterprise,Asia,Individual,58.02,1,474,64,0,506,2025-08-20,2024-04,2024-04
CUST0518,2023-08-01,Pro,Asia,Individual,46.77,5,326,61,1,412,2024-09-16,2023-08,2023-08
CUST0519,2024-04-01,Basic,Africa,Individual,47.16,0,337,72,1,396,2025-05-02,2024-04,2024-04
CUST0520,2022-08-01,Free,Europe,Enterprise,32.61,3,522,28,1,562,2024-02-14,2022-08,2022-08
CUST0521,2022-01-01,Free,North America,SMB,5.0,1,367,94,0,447,2023-03-24,2022-01,2022-01
CUST0522,2022-03-01,Pro,North America,Enterprise,28.35,2,95,94,0,140,2022-07-19,2022-03,2022-03
CUST0523,2023-01-01,Pro,Europe,SMB,17.55,3,451,68,1,499,2024-05-14,2023-01,2023-01
CUST0524,2024-04-01,Pro,Europe,Individual,37.78,4,569,21,1,633,2025-12-25,2024-04,2024-04
CUST0525,2024-01-01,Pro,LATAM,Individual,57.2,0,522,86,1,563,2025-07-17,2024-01,2024-01
CUST0526,2024-09-01,Pro,Europe,SMB,70.52,1,346,30,1,368,2025-09-04,2024-09,2024-09
CUST0527,2022-06-01,Free,Africa,Individual,36.16,3,104,69,1,130,2022-10-09,2022-06,2022-06
CUST0528,2024-08-01,Basic,Africa,SMB,5.0,2,88,54,0,176,2025-01-24,2024-08,2024-08
CUST0529,2023-09-01,Free,Asia,Individual,36.13,4,415,34,0,446,2024-11-20,2023-09,2023-09
CUST0530,2023-04-01,Free,Africa,Individual,36.62,3,44,94,0,126,2023-08-05,2023-04,2023-04
CUST0531,2023-09-01,Pro,LATAM,SMB,47.22,2,260,50,0,347,2024-08-13,2023-09,2023-09
CUST0532,2022-11-01,Basic,Europe,SMB,34.65,2,646,81,1,648,2024-08-10,2022-11,2022-11
CUST0533,2025-01-01,Basic,North America,SMB,36.2,3,228,47,0,287,2025-10-15,2025-01,2025-01
CUST0534,2024-12-01,Free,Europe,Individual,23.62,1,383,44,0,458,2026-03-04,2024-12,2024-12
CUST0535,2024-11-01,Free,Asia,SMB,29.39,4,64,44,0,142,2025-03-23,2024-11,2024-11
CUST0536,2023-07-01,Free,LATAM,Individual,44.24,2,191,94,0,207,2024-01-24,2023-07,2023-07
CUST0537,2023-08-01,Free,Europe,Individual,5.0,3,500,20,0,531,2025-01-13,2023-08,2023-08
CUST0538,2023-06-01,Basic,LATAM,Individual,29.29,1,560,78,0,566,2024-12-18,2023-06,2023-06
CUST0539,2023-02-01,Free,Asia,Individual,47.38,0,452,88,0,534,2024-07-19,2023-02,2023-02
CUST0540,2023-03-01,Basic,North America,Individual,64.53,3,377,93,1,447,2024-05-21,2023-03,2023-03
CUST0541,2024-07-01,Free,Africa,Individual,27.83,0,176,61,0,244,2025-03-02,2024-07,2024-07
CUST0542,2022-01-01,Free,Europe,Individual,56.34,1,403,53,0,460,2023-04-06,2022-01,2022-01
CUST0543,2022-03-01,Free,Europe,Individual,65.42,0,445,85,1,484,2023-06-28,2022-03,2022-03
CUST0544,2023-04-01,Basic,Asia,Individual,28.06,1,523,37,1,607,2024-11-28,2023-04,2023-04
CUST0545,2023-11-01,Pro,North America,Individual,24.95,1,588,96,0,635,2025-07-28,2023-11,2023-11
CUST0546,2022-11-01,Basic,Asia,Individual,31.72,0,285,24,0,335,2023-10-02,2022-11,2022-11
CUST0547,2022-12-01,Basic,Europe,SMB,33.52,0,132,39,1,188,2023-06-07,2022-12,2022-12
CUST0548,2022-10-01,Pro,Europe,Individual,54.63,1,150,85,0,220,2023-05-09,2022-10,2022-10
CUST0549,2024-08-01,Free,Africa,Individual,21.07,1,448,94,1,484,2025-11-28,2024-08,2024-08
CUST0550,2023-04-01,Free,Europe,Individual,62.69,1,379,81,0,465,2024-07-09,2023-04,2023-04
CUST0551,2022-08-01,Pro,North America,SMB,20.59,0,71,51,0,145,2022-12-24,2022-08,2022-08
CUST0552,2022-12-01,Basic,Europe,Enterprise,12.24,2,396,77,0,469,2024-03-14,2022-12,2022-12
CUST0553,2023-12-01,Free,Africa,SMB,44.43,2,58,69,0,142,2024-04-21,2023-12,2023-12
CUST0554,2024-04-01,Enterprise,North America,SMB,57.15,1,43,57,0,97,2024-07-07,2024-04,2024-04
CUST0555,2022-08-01,Pro,North America,SMB,38.22,2,514,74,0,554,2024-02-06,2022-08,2022-08
CUST0556,2024-04-01,Free,North America,SMB,42.83,4,218,47,0,237,2024-11-24,2024-04,2024-04
CUST0557,2024-12-01,Basic,North America,SMB,70.18,0,324,93,0,356,2025-11-22,2024-12,2024-12
CUST0558,2024-02-01,Basic,LATAM,Individual,57.4,1,212,41,0,251,2024-10-09,2024-02,2024-02
CUST0559,2022-08-01,Basic,Asia,Individual,35.56,3,577,62,1,610,2024-04-02,2022-08,2022-08
CUST0560,2024-04-01,Basic,Europe,Individual,27.24,0,66,55,0,127,2024-08-06,2024-04,2024-04
CUST0561,2024-04-01,Free,Asia,Enterprise,54.71,0,43,71,1,61,2024-06-01,2024-04,2024-04
CUST0562,2025-01-01,Basic,Europe,SMB,49.93,1,624,55,0,666,2026-10-29,2025-01,2025-01
CUST0563,2024-12-01,Basic,Africa,SMB,42.53,4,188,47,0,256,2025-08-14,2024-12,2024-12
CUST0564,2024-03-01,Pro,Africa,Individual,29.11,4,523,97,1,585,2025-10-07,2024-03,2024-03
CUST0565,2023-05-01,Pro,Europe,Individual,33.62,0,358,77,0,367,2024-05-02,2023-05,2023-05
CUST0566,2022-09-01,Free,LATAM,Individual,32.34,6,643,55,0,655,2024-06-17,2022-09,2022-09
CUST0567,2024-09-01,Basic,LATAM,Individual,29.41,2,112,89,0,116,2024-12-26,2024-09,2024-09
CUST0568,2023-08-01,Free,Europe,Enterprise,24.18,3,585,28,0,642,2025-05-04,2023-08,2023-08
CUST0569,2023-01-01,Basic,North America,SMB,39.77,3,609,40,1,667,2024-10-29,2023-01,2023-01
CUST0570,2024-04-01,Pro,Europe,Individual,23.37,3,589,83,0,664,2026-01-25,2024-04,2024-04
CUST0571,2024-05-01,Free,LATAM,Enterprise,38.19,1,598,95,0,656,2026-02-16,2024-05,2024-05
CUST0572,2023-01-01,Basic,Africa,Individual,5.0,3,616,80,0,692,2024-11-23,2023-01,2023-01
CUST0573,2024-11-01,Free,LATAM,Enterprise,24.2,1,51,59,1,136,2025-03-17,2024-11,2024-11
CUST0574,2022-06-01,Free,LATAM,Individual,54.77,3,161,75,0,175,2022-11-23,2022-06,2022-06
CUST0575,2023-06-01,Basic,Asia,Individual,18.79,0,494,23,0,570,2024-12-22,2023-06,2023-06
CUST0576,2022-05-01,Basic,LATAM,Individual,45.66,2,485,50,0,485,2023-08-29,2022-05,2022-05
CUST0577,2024-01-01,Enterprise,LATAM,Individual,20.29,2,331,46,0,368,2025-01-03,2024-01,2024-01
CUST0578,2022-02-01,Basic,Europe,Individual,48.96,2,296,77,0,348,2023-01-15,2022-02,2022-02
CUST0579,2022-10-01,Free,Asia,SMB,29.65,2,424,44,0,475,2024-01-19,2022-10,2022-10
CUST0580,2024-06-01,Basic,LATAM,Enterprise,28.94,2,149,88,1,149,2024-10-28,2024-06,2024-06
CUST0581,2022-05-01,Free,North America,SMB,35.98,2,275,89,1,285,2023-02-10,2022-05,2022-05
CUST0582,2024-09-01,Enterprise,LATAM,Individual,10.82,2,597,24,0,654,2026-06-17,2024-09,2024-09
CUST0583,2022-01-01,Basic,North America,SMB,52.5,1,67,27,0,106,2022-04-17,2022-01,2022-01
CUST0584,2023-06-01,Pro,Europe,Individual,58.46,4,274,28,0,359,2024-05-25,2023-06,2023-06
CUST0585,2024-08-01,Free,LATAM,Individual,28.52,2,50,34,0,109,2024-11-18,2024-08,2024-08
CUST0586,2022-11-01,Basic,North America,SMB,44.44,2,139,26,0,182,2023-05-02,2022-11,2022-11
CUST0587,2023-09-01,Basic,North America,SMB,49.02,0,635,91,1,640,2025-06-02,2023-09,2023-09
CUST0588,2024-02-01,Pro,Europe,Individual,33.36,1,423,34,0,450,2025-04-26,2024-02,2024-02
CUST0589,2024-01-01,Free,LATAM,Individual,15.05,2,439,56,1,469,2025-04-14,2024-01,2024-01
CUST0590,2023-10-01,Free,North America,Enterprise,63.69,3,37,58,1,44,2023-11-14,2023-10,2023-10
CUST0591,2024-03-01,Enterprise,Africa,Individual,27.93,2,473,25,0,477,2025-06-21,2024-03,2024-03
CUST0592,2023-01-01,Basic,North America,Individual,24.04,2,357,76,0,410,2024-02-15,2023-01,2023-01
CUST0593,2024-09-01,Basic,Africa,SMB,64.5,1,319,38,1,335,2025-08-02,2024-09,2024-09
CUST0594,2024-10-01,Free,Africa,Individual,45.98,1,540,82,0,577,2026-05-01,2024-10,2024-10
CUST0595,2024-11-01,Enterprise,Europe,Individual,39.63,1,390,50,1,398,2025-12-04,2024-11,2024-11
CUST0596,2022-01-01,Free,Europe,Individual,17.53,2,628,94,0,701,2023-12-03,2022-01,2022-01
CUST0597,2023-09-01,Pro,Europe,SMB,49.45,2,248,98,0,331,2024-07-28,2023-09,2023-09
CUST0598,2022-06-01,Pro,Asia,SMB,87.14,2,435,29,0,512,2023-10-26,2022-06,2022-06
CUST0599,2024-04-01,Free,North America,SMB,50.85,0,249,86,1,262,2024-12-19,2024-04,2024-04
CUST0600,2023-05-01,Pro,North America,Enterprise,43.93,2,624,81,1,649,2025-02-08,2023-05,2023-05
CUST0601,2022-05-01,Free,North America,SMB,47.98,1,136,22,1,197,2022-11-14,2022-05,2022-05
CUST0602,2024-07-01,Free,Europe,Individual,29.09,3,610,37,1,634,2026-03-27,2024-07,2024-07
CUST0603,2022-05-01,Pro,North America,Individual,28.92,2,638,44,0,717,2024-04-17,2022-05,2022-05
CUST0604,2022-03-01,Pro,Asia,SMB,28.69,1,315,39,1,350,2023-02-14,2022-03,2022-03
CUST0605,2023-11-01,Basic,Africa,SMB,24.65,1,37,77,0,116,2024-02-25,2023-11,2023-11
CUST0606,2025-01-01,Basic,Europe,SMB,28.66,1,218,69,1,250,2025-09-08,2025-01,2025-01
CUST0607,2025-01-01,Free,Asia,SMB,28.57,1,110,98,1,112,2025-04-23,2025-01,2025-01
CUST0608,2022-10-01,Free,Europe,Individual,30.6,2,137,29,1,223,2023-05-12,2022-10,2022-10
CUST0609,2022-10-01,Free,LATAM,Individual,30.09,3,350,40,0,360,2023-09-26,2022-10,2022-10
CUST0610,2023-07-01,Free,Africa,Individual,39.37,2,608,48,1,665,2025-04-26,2023-07,2023-07
CUST0611,2023-05-01,Free,LATAM,Individual,36.42,0,375,29,0,438,2024-07-12,2023-05,2023-05
CUST0612,2023-09-01,Basic,Africa,Individual,38.01,4,357,32,1,374,2024-09-09,2023-09,2023-09
CUST0613,2023-02-01,Free,North America,SMB,62.4,2,584,66,1,630,2024-10-23,2023-02,2023-02
CUST0614,2022-09-01,Free,LATAM,SMB,36.38,3,331,42,0,374,2023-09-10,2022-09,2022-09
CUST0615,2022-01-01,Basic,LATAM,Individual,74.8,1,229,69,0,287,2022-10-15,2022-01,2022-01
CUST0616,2023-01-01,Pro,North America,SMB,41.35,1,448,23,1,497,2024-05-12,2023-01,2023-01
CUST0617,2022-04-01,Free,Africa,SMB,26.95,4,68,86,0,136,2022-08-15,2022-04,2022-04
CUST0618,2022-01-01,Enterprise,North America,Individual,59.29,3,336,72,0,423,2023-02-28,2022-01,2022-01
CUST0619,2024-08-01,Pro,Asia,SMB,33.57,1,33,21,1,61,2024-10-01,2024-08,2024-08
CUST0620,2024-10-01,Free,North America,SMB,5.0,2,106,87,0,195,2025-04-14,2024-10,2024-10
CUST0621,2024-04-01,Pro,Europe,SMB,34.93,1,497,84,0,563,2025-10-16,2024-04,2024-04
CUST0622,2024-07-01,Basic,Asia,SMB,30.51,1,208,98,0,209,2025-01-26,2024-07,2024-07
CUST0623,2022-08-01,Basic,Asia,SMB,63.92,1,305,76,0,329,2023-06-26,2022-08,2022-08
CUST0624,2024-02-01,Basic,Europe,Individual,18.84,0,181,89,1,199,2024-08-18,2024-02,2024-02
CUST0625,2024-10-01,Basic,Europe,Individual,29.01,3,193,26,0,232,2025-05-21,2024-10,2024-10
CUST0626,2022-03-01,Basic,LATAM,Individual,57.82,1,319,38,0,320,2023-01-15,2022-03,2022-03
CUST0627,2022-12-01,Basic,North America,Enterprise,42.1,3,407,63,0,489,2024-04-03,2022-12,2022-12
CUST0628,2022-01-01,Basic,Europe,Individual,31.91,2,339,82,0,403,2023-02-08,2022-01,2022-01
CUST0629,2022-05-01,Pro,Africa,Individual,21.38,0,418,84,1,479,2023-08-23,2022-05,2022-05
CUST0630,2024-06-01,Basic,LATAM,Enterprise,41.33,5,212,58,0,265,2025-02-21,2024-06,2024-06
CUST0631,2024-06-01,Pro,Europe,Enterprise,34.47,1,335,45,0,379,2025-06-15,2024-06,2024-06
CUST0632,2023-05-01,Free,LATAM,SMB,21.18,6,101,63,1,149,2023-09-27,2023-05,2023-05
CUST0633,2023-11-01,Free,LATAM,Individual,22.11,2,248,31,0,316,2024-09-12,2023-11,2023-11
CUST0634,2023-03-01,Pro,LATAM,Individual,20.34,2,202,41,0,239,2023-10-26,2023-03,2023-03
CUST0635,2025-01-01,Free,Europe,Individual,17.13,0,301,96,1,304,2025-11-01,2025-01,2025-01
CUST0636,2023-09-01,Free,North America,Individual,51.81,3,497,33,1,513,2025-01-26,2023-09,2023-09
CUST0637,2023-02-01,Free,North America,Individual,49.39,0,298,49,1,350,2024-01-17,2023-02,2023-02
CUST0638,2022-02-01,Free,North America,SMB,51.84,1,49,63,0,133,2022-06-14,2022-02,2022-02
CUST0639,2022-11-01,Enterprise,Asia,Enterprise,35.08,0,607,57,0,659,2024-08-21,2022-11,2022-11
CUST0640,2024-10-01,Basic,North America,Individual,30.63,2,532,78,1,562,2026-04-16,2024-10,2024-10
CUST0641,2024-10-01,Enterprise,Asia,SMB,30.96,0,176,61,1,197,2025-04-16,2024-10,2024-10
CUST0642,2023-06-01,Basic,Europe,SMB,53.38,2,458,71,0,468,2024-09-11,2023-06,2023-06
CUST0643,2024-06-01,Basic,North America,Individual,5.0,2,194,82,0,227,2025-01-14,2024-06,2024-06
CUST0644,2023-03-01,Free,LATAM,SMB,25.74,1,339,80,0,353,2024-02-17,2023-03,2023-03
CUST0645,2024-03-01,Basic,Europe,Individual,19.03,2,547,53,1,556,2025-09-08,2024-03,2024-03
CUST0646,2024-10-01,Free,North America,Individual,59.48,0,43,58,1,95,2025-01-04,2024-10,2024-10
CUST0647,2024-09-01,Pro,LATAM,SMB,26.41,5,161,60,1,208,2025-03-28,2024-09,2024-09
CUST0648,2023-12-01,Pro,North America,Individual,5.55,1,468,56,0,498,2025-04-12,2023-12,2023-12
CUST0649,2023-03-01,Free,Asia,Enterprise,39.02,2,292,84,0,328,2024-01-23,2023-03,2023-03
CUST0650,2024-06-01,Enterprise,LATAM,Individual,28.34,2,254,98,1,281,2025-03-09,2024-06,2024-06
CUST0651,2023-05-01,Pro,Europe,SMB,24.98,1,287,51,0,317,2024-03-13,2023-05,2023-05
CUST0652,2022-05-01,Pro,LATAM,Individual,23.12,1,263,27,1,332,2023-03-29,2022-05,2022-05
CUST0653,2024-05-01,Free,Europe,Individual,22.41,1,365,37,0,378,2025-05-14,2024-05,2024-05
CUST0654,2022-04-01,Basic,Europe,Individual,47.75,3,438,64,1,524,2023-09-07,2022-04,2022-04
CUST0655,2022-10-01,Basic,North America,SMB,39.03,1,53,52,0,68,2022-12-08,2022-10,2022-10
CUST0656,2023-05-01,Free,North America,Enterprise,31.44,2,300,24,1,324,2024-03-20,2023-05,2023-05
CUST0657,2022-10-01,Free,Africa,Enterprise,15.23,1,124,93,1,162,2023-03-12,2022-10,2022-10
CUST0658,2023-05-01,Pro,Europe,SMB,31.96,2,171,55,0,236,2023-12-23,2023-05,2023-05
CUST0659,2023-08-01,Free,Europe,SMB,39.69,1,110,42,1,147,2023-12-26,2023-08,2023-08
CUST0660,2023-12-01,Basic,Europe,SMB,40.38,0,303,59,0,343,2024-11-08,2023-12,2023-12
CUST0661,2022-05-01,Enterprise,Asia,SMB,37.9,2,305,24,1,344,2023-04-10,2022-05,2022-05
CUST0662,2024-10-01,Pro,North America,SMB,18.39,3,494,53,0,557,2026-04-11,2024-10,2024-10
CUST0663,2022-06-01,Free,Europe,SMB,5.0,3,237,43,0,325,2023-04-22,2022-06,2022-06
CUST0664,2022-02-01,Pro,Asia,Enterprise,67.39,1,325,36,0,340,2023-01-07,2022-02,2022-02
CUST0665,2023-01-01,Free,North America,Individual,11.43,3,68,90,1,149,2023-05-30,2023-01,2023-01
CUST0666,2022-11-01,Free,North America,Enterprise,5.0,2,317,41,0,393,2023-11-29,2022-11,2022-11
CUST0667,2023-11-01,Basic,North America,SMB,37.35,2,153,34,1,211,2024-05-30,2023-11,2023-11
CUST0668,2023-04-01,Basic,Europe,Individual,5.0,0,312,34,1,322,2024-02-17,2023-04,2023-04
CUST0669,2024-07-01,Basic,LATAM,Individual,20.51,4,209,44,0,209,2025-01-26,2024-07,2024-07
CUST0670,2022-11-01,Basic,North America,Individual,44.88,1,126,72,0,138,2023-03-19,2022-11,2022-11
CUST0671,2023-04-01,Free,North America,SMB,66.91,2,220,40,0,249,2023-12-06,2023-04,2023-04
CUST0672,2022-08-01,Free,Europe,Enterprise,41.98,2,103,85,1,171,2023-01-19,2022-08,2022-08
CUST0673,2022-04-01,Basic,Asia,Individual,27.1,0,476,51,0,493,2023-08-07,2022-04,2022-04
CUST0674,2022-04-01,Pro,Asia,Enterprise,34.07,0,526,40,0,603,2023-11-25,2022-04,2022-04
CUST0675,2024-01-01,Basic,Europe,Enterprise,5.0,2,590,87,0,602,2025-08-25,2024-01,2024-01
CUST0676,2022-03-01,Free,LATAM,Individual,26.89,1,513,63,1,544,2023-08-27,2022-03,2022-03
CUST0677,2024-08-01,Basic,Asia,Enterprise,26.9,1,145,85,0,215,2025-03-04,2024-08,2024-08
CUST0678,2022-03-01,Free,LATAM,Enterprise,37.76,1,564,33,0,635,2023-11-26,2022-03,2022-03
CUST0679,2024-03-01,Free,LATAM,SMB,69.96,5,127,34,1,176,2024-08-24,2024-03,2024-03
CUST0680,2024-05-01,Pro,North America,SMB,5.0,4,357,39,0,427,2025-07-02,2024-05,2024-05
CUST0681,2024-08-01,Free,North America,Enterprise,27.66,2,436,53,1,515,2025-12-29,2024-08,2024-08
CUST0682,2023-07-01,Free,North America,SMB,5.0,1,342,55,1,372,2024-07-07,2023-07,2023-07
CUST0683,2023-09-01,Pro,Europe,Individual,25.94,1,177,28,1,227,2024-04-15,2023-09,2023-09
CUST0684,2022-05-01,Basic,Africa,Enterprise,19.44,0,371,90,0,397,2023-06-02,2022-05,2022-05
CUST0685,2023-06-01,Basic,Europe,SMB,8.1,2,524,49,0,583,2025-01-04,2023-06,2023-06
CUST0686,2024-04-01,Free,North America,SMB,51.44,1,52,96,1,84,2024-06-24,2024-04,2024-04
CUST0687,2023-10-01,Free,LATAM,Individual,39.6,2,134,82,1,186,2024-04-04,2023-10,2023-10
CUST0688,2023-09-01,Free,Europe,SMB,49.33,4,608,54,1,679,2025-07-11,2023-09,2023-09
CUST0689,2022-06-01,Free,North America,Individual,25.43,1,587,32,1,619,2024-02-10,2022-06,2022-06
CUST0690,2022-01-01,Pro,Europe,Enterprise,33.73,1,622,98,0,662,2023-10-25,2022-01,2022-01
CUST0691,2022-05-01,Pro,Europe,Individual,63.7,1,251,65,0,269,2023-01-25,2022-05,2022-05
CUST0692,2022-12-01,Pro,LATAM,Individual,34.95,1,44,75,0,128,2023-04-08,2022-12,2022-12
CUST0693,2024-02-01,Pro,North America,Individual,49.54,3,107,28,1,147,2024-06-27,2024-02,2024-02
CUST0694,2024-10-01,Basic,North America,Individual,23.89,4,351,55,1,435,2025-12-10,2024-10,2024-10
CUST0695,2023-02-01,Pro,Europe,SMB,47.89,1,270,22,0,358,2024-01-25,2023-02,2023-02
CUST0696,2024-02-01,Basic,North America,Enterprise,25.12,2,47,38,0,88,2024-04-29,2024-02,2024-02
CUST0697,2024-03-01,Basic,Asia,Enterprise,5.0,3,483,47,0,505,2025-07-19,2024-03,2024-03
CUST0698,2022-09-01,Basic,Europe,Individual,34.86,1,472,42,1,546,2024-02-29,2022-09,2022-09
CUST0699,2024-02-01,Free,Europe,Individual,26.53,2,306,26,0,338,2025-01-04,2024-02,2024-02
CUST0700,2023-10-01,Basic,Africa,Enterprise,5.75,2,453,95,1,472,2025-01-15,2023-10,2023-10
CUST0701,2024-06-01,Enterprise,Asia,Enterprise,38.45,1,505,33,1,529,2025-11-12,2024-06,2024-06
CUST0702,2023-05-01,Free,North America,SMB,18.92,2,56,65,1,145,2023-09-23,2023-05,2023-05
CUST0703,2024-02-01,Free,Asia,SMB,90.67,2,543,34,0,594,2025-09-17,2024-02,2024-02
CUST0704,2024-12-01,Basic,LATAM,Individual,8.64,1,493,86,0,504,2026-04-19,2024-12,2024-12
CUST0705,2022-01-01,Pro,Asia,Enterprise,13.17,2,392,34,1,423,2023-02-28,2022-01,2022-01
CUST0706,2022-08-01,Basic,North America,SMB,50.65,3,412,70,0,444,2023-10-19,2022-08,2022-08
CUST0707,2024-11-01,Pro,Africa,Individual,32.61,3,554,27,0,627,2026-07-21,2024-11,2024-11
CUST0708,2023-03-01,Free,Europe,Individual,50.29,2,411,88,0,478,2024-06-21,2023-03,2023-03
CUST0709,2023-10-01,Basic,North America,Enterprise,41.85,0,213,81,0,227,2024-05-15,2023-10,2023-10
CUST0710,2023-02-01,Free,North America,Individual,24.52,1,223,70,1,273,2023-11-01,2023-02,2023-02
CUST0711,2024-02-01,Pro,North America,Individual,10.18,3,491,82,0,496,2025-06-11,2024-02,2024-02
CUST0712,2024-04-01,Basic,LATAM,SMB,54.28,1,85,87,0,153,2024-09-01,2024-04,2024-04
CUST0713,2023-11-01,Free,North America,Individual,11.81,3,259,97,0,327,2024-09-23,2023-11,2023-11
CUST0714,2023-02-01,Free,North America,Individual,45.06,0,518,35,0,599,2024-09-22,2023-02,2023-02
CUST0715,2023-12-01,Free,LATAM,Enterprise,51.54,2,57,43,1,91,2024-03-01,2023-12,2023-12
CUST0716,2022-02-01,Basic,Europe,Enterprise,32.72,1,612,25,0,697,2023-12-30,2022-02,2022-02
CUST0717,2024-02-01,Free,North America,Enterprise,29.53,2,213,76,0,246,2024-10-04,2024-02,2024-02
CUST0718,2023-02-01,Basic,North America,Enterprise,17.29,1,454,50,0,516,2024-07-01,2023-02,2023-02
CUST0719,2022-07-01,Basic,North America,SMB,43.33,0,404,25,1,471,2023-10-15,2022-07,2022-07
CUST0720,2022-03-01,Free,North America,Enterprise,5.0,0,70,98,0,87,2022-05-27,2022-03,2022-03
CUST0721,2023-11-01,Free,Asia,Individual,47.88,1,513,48,1,538,2025-04-22,2023-11,2023-11
CUST0722,2023-06-01,Free,North America,SMB,37.15,1,289,86,0,374,2024-06-09,2023-06,2023-06
CUST0723,2024-11-01,Pro,North America,Enterprise,30.99,4,470,94,1,530,2026-04-15,2024-11,2024-11
CUST0724,2023-03-01,Free,LATAM,Individual,39.36,0,113,22,1,190,2023-09-07,2023-03,2023-03
CUST0725,2024-01-01,Pro,Asia,Individual,10.28,1,75,47,0,148,2024-05-28,2024-01,2024-01
CUST0726,2025-01-01,Pro,Europe,SMB,5.0,2,469,93,0,556,2026-07-11,2025-01,2025-01
CUST0727,2024-04-01,Basic,Europe,Individual,43.43,8,548,67,0,632,2025-12-24,2024-04,2024-04
CUST0728,2022-10-01,Pro,Europe,Individual,58.7,0,467,99,1,514,2024-02-27,2022-10,2022-10
CUST0729,2023-05-01,Basic,Europe,Enterprise,5.0,5,165,29,1,236,2023-12-23,2023-05,2023-05
CUST0730,2023-10-01,Enterprise,Europe,Enterprise,16.06,1,212,52,1,242,2024-05-30,2023-10,2023-10
CUST0731,2024-02-01,Free,Europe,Individual,48.54,1,201,86,0,234,2024-09-22,2024-02,2024-02
CUST0732,2024-01-01,Free,Africa,Individual,41.46,3,619,88,0,705,2025-12-06,2024-01,2024-01
CUST0733,2023-05-01,Pro,North America,Individual,88.34,1,568,31,0,656,2025-02-15,2023-05,2023-05
CUST0734,2023-01-01,Enterprise,LATAM,Enterprise,54.36,1,149,76,0,155,2023-06-05,2023-01,2023-01
CUST0735,2023-08-01,Pro,North America,SMB,50.04,1,310,63,0,392,2024-08-27,2023-08,2023-08
CUST0736,2024-01-01,Free,LATAM,Individual,21.25,1,337,32,1,343,2024-12-09,2024-01,2024-01
CUST0737,2022-04-01,Free,Asia,SMB,44.45,0,306,43,1,352,2023-03-19,2022-04,2022-04
CUST0738,2022-10-01,Enterprise,LATAM,Individual,61.92,0,559,63,0,566,2024-04-19,2022-10,2022-10
CUST0739,2022-03-01,Free,North America,SMB,32.04,2,324,76,0,401,2023-04-06,2022-03,2022-03
CUST0740,2023-06-01,Pro,Asia,Enterprise,32.89,2,82,35,0,82,2023-08-22,2023-06,2023-06
CUST0741,2024-12-01,Pro,Europe,SMB,37.54,1,461,40,0,537,2026-05-22,2024-12,2024-12
CUST0742,2023-10-01,Basic,Asia,SMB,23.04,4,81,95,0,83,2023-12-23,2023-10,2023-10
